name,sector,year_founded,label_date,website,description,founders,email
Guepard,Business Software and services,2024,07/2024,https://guepard.run,On offre une solution software pour les infrastructures data qui permet de virtualiser les environnements sur demande et automatiser la compliance par IA,"Koutheir Cherni, Ghassen Menaouar, Hani CHALOUATI",contact@guepard.run
SESAMm,Fintech,2019,06/2021,http://www.sesamm.com,SESAMm opère dans la Fintech et se spécialise en Big Data et l'Intelligence Artificielle pour l’investissement.,"Pierre Rinaldi, Sylvain Forte, Florian Aubry",n.a.
LIFEYE,Agritech,2018,06/2019,https://www.lifeye.io,"La vision de Lifeye est de combler les écarts entre les éleveurs, les vétérinaires, les institutions financières, les assureurs, les sociétés pharmaceutiques animales, les organisations gouvernementales et les ONG avec deux solutions, MooMe et VetoMe.","Ahmed Ben Achballah, Bassem Boujelben, Zied Chabchoub, Tarek Blaiech, AMohamed Kallel, Achraf Chabbouh, Ahmed Ben Said, Rateb Jabbar",n.a.
Teskerti.tn,Ad Tech and Creative Tech,2019,09/2019,https://www.teskerti.tn,"Teskerti.tn est une solution de billetterie électronique pour la vente de tickets en ligne, création de badges électroniques et gestion digitale des accès.",Karim Jelliti,n.a.
Contratou,Business Software and services,2020,08/2022,http://contratou.tn,"Contratou est une plateforme conçue pour aider les entreprises et les particuliers dans les différentes opérations et démarches juridiques en leurs proposant un système intelligent de génération de documents juridiques.

Elle permet de générer des documents légaux de grande qualité, à un bas coût en quelques clicks.","Walid Nouni, Kais Ferchiou, Omar Ferchiou",n.a.
Bitaqa,Business Software and services,2022,12/2022,https://bitaqa.tn,"Bitaqa est une start-up novatrice qui cherche à révolutionner le monde des cartes de visite et du networking professionnel grâce à sa technologie NFC de pointe. 

Notre mission est de faciliter les échanges professionnels tout en minimisant l'impact environnemental.
Notre produit phare est notre carte de visite NFC, qui permet aux utilisateurs de partager des informations professionnelles, des informations de contact et bien plus encore avec d'autres personnes d'un simple geste.

Notre vision pour l'avenir est de réinventer le networking professionnel en fournissant des solutions technologiques innovantes et durables.",Amine Miladi,contact@bitaqa.tn
Amiral,Commerce and shopping,2020,08/2020,http://www.amiral.io,Incendo est une société spécialisée dans le développement de solutions et de plateformes d'automatisation et de digitalisation des processus de gestion des entreprises.,Amin Ben Abdallah,n.a.
NextAV,Mobility,2021,10/2021,http://www.nextav-aero.com/,NextAV offre des solutions et des services innovants de cartographie et photographie aériennes en partant d'un avion ultraléger et visant les drones de larges envergures,"Hichem Mokni, Foued Elkamel",n.a.
Farm Trust,Commerce and shopping,2019,09/2019,http://www.farm-trust.com,"Farm Trust est une plateforme de E-Commerce qui vend des produit frais, contrôlé et traçable directement de la ferme au client final.","Anis Mezghani, Wassim Khiari",n.a.
SWIVER,Business Software and services,2018,06/2019,https://www.swiver.io,Swiver est un ERP en mode SAS destiné aux TPE et PME pour digitaliser leur process de gestion financière,"Azzam Souelmia, ACHRAF NOOMAN",n.a.
Food4Future,HealthTech,2020,05/2020,,F4F développe des appareils connectés de production de Spiruline Fraîche chez soi.,Insaf Ayari,n.a.
Tabaani,TravelTech,2022,08/2022,tabaani.co,,"Hamza Moussi, Wiem Ben Mahmoud, hfaiedh moukim",n.a.
KTN,Business Software and services,2021,07/2021,http://ktntraffic.wixsite.com/website,KTN TRAFIC est un dispositif composé d'une caisse trieuse karakuri universelle et d'un support smartphone intégré en plus d'une application mobile de contrôle et de traçabilité des paiements des billets des taxis collectifs Louage.,Mohamed Salah Zaggar,n.a.
Relead,Ad Tech and Creative Tech,2021,12/2022,https://relead.tn/,"Relead démocratise l’accès à internet pour toute personne, en offrant une solution accessible , gratuite et sécurisée.
Le concept de Relead permet de délivrer une connexion wifi gratuite conditionné par le visionnage  d'une séquence publicitaire  d'une durée de 8 secondes.
L'objectif du modèle d'entreprise est de créer et de gérer un volume élevé de connexions Wi-Fi, sur un large éventail de sites, sur une base quotidienne. 
Cette plateforme de base, combinée avec les informations démographiques des utilisateurs de Wi-Fi , permet à Relead d'offrir aux annonceurs numériques institutionnel (organismes nationaux, campagnes de sensibilisations ...)  et privé un canal de communication ciblés de proximité, conforme aux règlementations GDPR .","Hadhami Rjiba, Rayen Cherni",n.a.
FeedIn Green,Agritech,2022,01/2023,www.feedin.com,"Feed In Green construit des solutions d'agriculture verticale intelligentes, modulables et automatisées pour un avenir durable.",Amal Khémira,n.a.
ACCENT,Consumer products and services,2018,03/2020,http://accent.tn,"Mise en place d'interconnexion entre Internet et des objets, des lieux et des environnements physiques.souvent connu sous le nom :IoT Model.","Mohamed MASMOUDI, Malek ALOULOU, Moez AFFES",n.a.
KADRA NOVA - KN كائن,Environment,2022,01/2023,https://kadranova.com/,Kadra Nova ou KN est la première solution intelligente de collecte et de tri de bouteilles en plastique à domicile au monde. La première solution de plantation et de reboisement au monde utilisant les technologies satellite et blockchain.,"Khalifa Zeddini, Walid Zeddini, Yasmina Zarrouk",contact@kadranova.com
Taw Taw Group,Mobility,2022,01/2023,https://tawtawdelivery.com/,Taw Taw Group est une startup technologique spécialisée dans le développement des applications mobiles innovantes dans le but de faciliter la livraison à domicile.,Nacir Bouazizi,n.a.
Bionics,HealthTech,2021,07/2021,http://www.neo-bionics.com,"NeoBionics conçoit, fabrique et développe des prothèse de membres supérieures et membres inferieures pour les amputés a base de signaux musculaires et Intelligence Artificielle.","Monaam Ayachi, Ikhlas Ayachi",n.a.
Pet Pals,Ad Tech and Creative Tech,2020,08/2022,https://playpals.io/,"PlayPals Studio est un éditeur de jeux vidéo. Ses produits se composent principalement de jeux-vidéo cross platform, interactifs et multi-joueurs.","Ahmed Selmi, Iyed Ben Hadj Dahmen",admin@playpals.io
Healthy & Bnin,FoodTech & New Food,2020,03/2021,http://healthyandbnin.com/,"Healthy & Bnin produit des snacks naturels, sains et sans additifs en utilisant des produits du terroir tunisien",Soumaya Atoui,n.a.
Tadeco It,Mobility,2019,05/2019,https://www.tadeco-group.tn/,Tadeco It a développé une plateforme cloud de gestion de flotte automobile.,Aymen Talbi,aymen.talbi@tadeco-group.tn
Elokencia,Communication services,2022,12/2022,,Traduction Multi langues multimedia,"Mohamed Moez Touil, Houcem Ben Lasfar",n.a.
arsela,Business Software and services,2019,08/2019,,Arsela vise à développer des plateformes intelligentes qui contribuent à l'amélioration de la qualité de vie de ses utilisateurs.,"Ines Hafi, Achref Ben Ouannes, Ahmed Ben Zineb",n.a.
EVOCRAFT,EdTech,2018,09/2019,,EVOCRAFT est une startup technologique qui fabrique des solutions robotiques didactiques moyennant les dernières technologies de fabrications tels que l’impression 3D et le découpage Laser.,"Ali Belhaj Zahi, Haythem Dabbabi, Imen Hajji",n.a.
Vintage Bae Studio,Commerce and shopping,2021,08/2022,www.vintagebaestudio.tn,Vintage Bae Studio est une marque/service d'upcycling de vêtements dédiée aux femmes.,Khouloud Torkhani,n.a.
Smart House Tunisia,Consumer products and services,2020,10/2020,http://www.domhome.tn,DomHome conçoit et fabrique des interrupteurs tactiles intelligents pour des bâtiments connectés.,"Chouchene Achref, Yasmine Ben Ameur, Souilem Seif, Siwar Boufares",n.a.
Kabylis ,TravelTech,2020,07/2021,https://kabylis.tn/,Kabylis est une marketplace en ligne de réservation de maison d'hôtes et d'expériences en tous genres.,"Oussama Romdhane, Khalil Fakhfekh",n.a.
PARKEY,Mobility,2023,08/2023,www.parkey.tn,Plateforme de paiement mobile du stationnement,Mehdi Romdhane,n.a.
Fluoink Nanotechnologies,HealthTech,2022,11/2022,https://barkallaholfaa.wixsite.com/website,"Fluoink Nanotechnologies est spécialisée dans la production de matériaux avancés nanostructurés utilisés comme additifs dans plusieurs supports comme les peintures, encres, vernis, polymères et textiles. Son premier produit breveté, l'additif nanosilver, servira à la production de peinture antibactérienne capable de lutter contre les contaminations pandémiques et nosochomiales.","Ramzi Maalej, Fakher Chabchoub, Hanen Douiri, Marwa Abid",ramzi.maalej@fss.usf.tn
Katomi,HealthTech,2019,03/2020,http://Katomi.co,"Katomi est une plateforme de télémédecine dédiée aux professionnels de santé, aux structures de soins et aux personnes en mobilité","Hédi Michau, Firas Mezghani",n.a.
Evey Technologies,Ad Tech and Creative Tech,2016,09/2019,http://eveytech.com/,"Evey est une plateforme qui aide les particuliers, les organisations intermédiaires, la sté civile, les municipalités, les agences d’événementiel à organiser leurs événements et à engager leurs audiences en temps réel, simplement et efficacement. Du badging au reporting en «one stop shop »","Noomane Lahimer, Maher Hanafi",n.a.
Educanet Tunisia,EdTech,2013,05/2019,https://www.educanet.tn/,Educanet a développé un système d'information pour les établissements éducatifs: du primaire à l'université. ERP complet pour l'établissement du pédagogique à la comptabilité et aux déclarations en ligne.,Anis Arbia,n.a.
Civitas,Business Software and services,2021,03/2021,http://www.civitas.tn/,"Rokhsti est une application de demande, de gestion, de suivi et d’attribution de permis de bâtir. Rokhsti digitalise tout le processus et permet de gérer les feedbacks réguliers et différents échanges entre: L’architecte qui soumet le dossier, la municipalité qui gère et attribue le permis de bâtir et le citoyen demandeur du permis.","Bechir Gtari, Firas Gaffari, Houssem Akrout",n.a.
JUNIOR NETWORK,EdTech,2018,06/2019,https://www.aliendimension.com,Junior Network est une startup technologique spécialisée dans l’éducation immersive en présentant des solutions de réalité augmentée: Alien Dimension et Tunisia Reborn.,"Sahar ben Rached, Zeineb Chabchoub, Oussema Ksontini",n.a.
Grün Skincare,Consumer products and services,2023,09/2023,www.grun.tn,Chez Grün nous produisons des produits d'hygiènes et de soins d'un nouveau genre : meilleur pour notre santé et notre planète .,"Foued Kilani, Djazia Messous",contact@grun.tn
CYNOIA,Business Software and services,2019,01/2020,http://cynoia.com,CYNOIA est une plate-forme CPaaS qui fournit un ensemble d'outils destinés aux PMEs dans le cadre de l'amélioration de la communication interne et externe.,"Ayoub Rabeh, Nassreddine Riahi",n.a.
Investhune plus,Fintech,2021,10/2021,,"Plateforme permettant à ses clients d'avoir des comptes et de faire des donations à chaque paiement en ligne, prélèvement bancaire ou virement de salaire.","Wael Hassen, Ala Eddine Hassen, Malek Chaabane, Mohamed Amine Berguiga",n.a.
Lean Manufacturing Company,Advanced Manufacturing & Robotics,2023,09/2023,https://www.lean-manufacturing.net/,"Développement de solutions digitalisées utilisant les technologies mobile , IOT et IA basées sur le ""lean manufacturing""","Melek Mehrez, Nihel Beji, Firas Mehrez",Contact@lean-manufacturing.net
iMMOTECH,Business Software and services,2020,02/2021,https://immotech.app/en/products,iMMOTECH offre une solution pour vendre les projets immobiliers à travers des outils de commercialisation et de marketing exclusifs et uniques,"Cyrine Ben Ayed, Andolsi Jihed, Yassine Jalloul, Mohamed Raafet Limam",n.a.
Keto Life Style,Consumer products and services,2021,05/2021,,Keto Life Style offre un projet de vie saine permettant aux utilisateurs de déterminer leurs régime alimentaire adéquat avec un suivie hebdomadaire et un coach sportif pour tout un programme de perte de poids.,"Yesmine Ben Ameur, Mohamed Ali Rekik",n.a.
SMARTBAT,Consumer products and services,2020,01/2025,https://smartbat.tn/,"Nous sommes la société SMARTBAT, le premier fabricant Tunisien de produit à base de chaux. Nous offrons des produits destinés aux professionnels du domaine du bâtiment.","Yassine BEN HIMENE, Mohamed Skander BEN HIMENE, Hend BEN HIMENE BELKADHI, Nizar BELKADHI",n.a.
Reevalo,Real Estate Tech,2020,05/2021,http://www.reevalo.com,"Reevalo est un outil d'analyse du marché Immobilier à travers une plateforme d'échange permet aux utilisateurs d’évaluer en ligne un bien immobilier seulement en renseignant l'adresse, la ville ou le quartier.",Bacem Rezgui,n.a.
